X,y
0.03630540219178632,-0.4253906567764907
0.17790291799097574,-0.08681901189497732
-0.22707847010003784,-0.5703104667488829
-0.19895290193585174,-0.5355188382497929
0.22458980082451435,-0.24219721799213473
-0.01131535179475928,-0.5150203860227182
0.08333504282968819,-0.26235254231820593
0.049193781769486106,-0.5275069123525201
-0.12666125095988573,-0.4950540642758293
0.001612172565589029,-0.3147589986477515
-0.07882431247211846,-0.497660570442786
0.030249408810260836,-0.18274604933102814
-0.16721650097567503,-0.5824735404194917
-0.07151876317572624,-0.6897794133544201
0.12498174392987664,-0.3018521360131677
0.20791106146875515,-0.148692666768982
-0.12307809356546812,-0.287160310767278
0.06512950376320704,-0.025916927830528236
-0.056242203259276355,-0.5880636124218839
-0.12145982699240568,-0.5855960818346144
-0.0638835318389802,-0.4529448050625101
-0.22790331454780488,-0.4177098128476112
-0.16641736592573672,-0.3637694143357751
0.050082207942940465,-0.42365037566343666
-0.004148484163741917,-0.2448211865906185
-0.14830158272156727,-0.3549433446225819
-0.02245572742085032,-0.4472663046966028
-0.018423282426930268,-0.13642533742214352
-0.040052915914703294,-0.5682499192584718
0.10494795650715256,0.061591463957440085
-0.24825963396983552,-0.4087478544253365
-0.25061958989388977,-0.22861790279566502
-0.008898533560616123,-0.4727412044528517
-0.36290655994731463,-0.682612554456773
-0.2229154783227973,-0.7207764035968683
0.07777961643138066,-0.354925482416573
-0.0614855194340005,-0.38897748978727265
0.3500195489677583,-0.40258818099060556
-0.2648385068903386,-0.3542107345243196
0.04793892595595628,-0.3732603087337986
-0.42183166807623784,-0.878033522088864
-0.04421459955606591,-0.4848975268651538
-0.017387794605873058,-0.45070964159202365
-0.0013120727439141222,-0.5121514552899193
0.10403854042850029,-0.46693845277194324
-0.35598183613452256,-0.556146530515312
-0.014856083657817085,-0.37437662826216817
-0.1538088439130048,-0.4823580529921257
0.11311202685714074,-0.44774495480045623
-0.2601329136980558,-0.5607237550684567
0.03234351759401459,-0.7789497416829432
-0.12749029642599052,-0.1615598702320899
0.16685641643375304,-0.22242007983164117
-0.017985491973218068,-0.46062920072727515
0.2634592385749504,-0.1671577090455798
-0.06797173286959467,-0.4742976975472027
-0.19927276854415454,-0.4958138771076036
-0.12530089272510422,-0.5962127513873379
-0.2101337961697622,-0.36421723027501707
-0.1177054854956665,-0.40142478271435966
-0.13215483759224622,-0.30269127272270296
-0.27204630241497085,-0.5308296108811257
-0.08458806054799495,-0.675706907000643
0.16343836967325426,-0.3375244595230866
