X,y
0.4043990650867084,-0.8741494954453757
0.25957081129332177,-1.246649001804116
0.1293175473173841,-0.8422559784379122
0.18498576318728088,-0.8292942572957566
0.024792265718499712,-0.9227361806369346
-0.1377320667503698,-0.7168905890101702
0.27558204722108215,-1.024852031293906
-0.2147580963808553,-0.7360967199223738
0.05065444743085215,-0.9582777884224407
0.24806678752954045,-1.0240402503537724
0.1623719087173993,-1.0765563515443828
-0.029222537526995884,-0.87873321674102
0.2509759801774882,-0.9427210951277756
0.272757147886889,-1.3092106065020694
0.35252960303893993,-0.8194719810918396
-0.10371659182913212,-1.1381236176668632
0.19445450109018705,-0.9831945271396475
0.0667652996804595,-1.0759377964599954
0.10921042847925025,-0.8256059245056974
0.007470577771429232,-0.9053301973756521
0.3844911000861754,-0.6780661306395823
0.3597614556358706,-0.7142407892777222
0.015034414245334138,-0.8432685133979472
0.04352168048818704,-0.8298319441330351
-0.047428553627404724,-0.9900288192594621
0.09259608313844017,-0.9093744287415124
-0.012859114490310047,-0.9238374568455158
0.30200177210560547,-0.9364746039902804
0.14128720522488217,-0.5904709024013886
0.27584494192489134,-0.9688834221078858
0.521016189562717,-1.037493794557887
-0.17432658182476585,-0.7524133673132152
0.43079204108175984,-0.9958834220511107
0.025346581856930922,-0.8866414793174163
0.1815428106880016,-0.8339092045055787
0.11064395147322455,-1.042937071794726
0.366458257986283,-1.0820819470656458
0.04819516558965162,-1.1521633284323611
0.33491301199563356,-1.006890310107192
0.04415916680858431,-0.8799870649052729
0.3012929111190277,-1.1101133732583535
0.17857462865990217,-0.7138859945548449
0.4036276406744609,-1.109681132207285
0.3546610457343776,-1.0461941511389374
0.23052191776881453,-0.6550331527952793
0.30397130674058337,-1.1372525231114272
0.24425629122925946,-1.0606953488148603
0.12928489511248759,-1.048421303642488
0.27942519357998935,-0.8987295112920363
0.24135279907233056,-1.1982487497733054
0.15539539741076194,-1.1112203861872079
0.5267843722954201,-0.9315103543089684
0.06295744834386616,-0.7874602453528146
0.3687007993006299,-0.9946704230631163
0.114450889242692,-0.740759853578813
0.05832146113518695,-0.8253311719134813
0.12790228159301165,-0.9819882124969973
0.16401551086634866,-0.8503688080398963
0.07711431963433833,-0.855617303268284
0.1127393257792178,-1.1091807583273776
-0.08756013554960801,-0.9413237648747793
0.03667933522227507,-0.7612178386147771
0.3323015442377403,-0.9386318182751078
0.26097404608269026,-0.9621973613686697
0.42950855716063685,-1.1836999099789722
0.16320712820295488,-1.02137293691542
0.17736448618977155,-0.8720269581874937
0.041442537755021436,-0.8566157870163377
0.22142062817504599,-0.8251871568643777
0.01346206485533083,-0.9591613258546599
0.04839457571200072,-0.629238328158835
-0.003942240387107859,-0.8068102226295599
0.5794083547005573,-0.9828188774170202
-0.011581996820463736,-0.8090747404796644
0.25010214231632755,-1.1213392298377574
0.12184662393401993,-0.972307437617653
0.35869338241214893,-0.8961391112287855
0.09732991095725728,-0.8841100017902779
0.11433687323736139,-0.5946720678512528
0.3453344423484056,-0.8137745180680007
0.23665397643150335,-0.8493968148578359
-0.03608815133648277,-1.0111597255335087
0.22273065842427853,-0.69749497363163
0.13639763914238096,-0.907274940077084
0.05793355673222285,-0.9264501168744015
0.2788547176718966,-1.2595063535035453
0.2897681488715791,-0.8800659996872925
0.5046572162396913,-1.2524535144540327
-0.016089165511951165,-0.8573665962455032
0.11538205441775955,-0.6750276656283773
0.08074731096626227,-0.9744255853333879
0.6104508481129046,-0.963052314769224
0.06688247625544934,-1.2675953844655443
0.24509368691437006,-0.9317053157193396
0.2029110667022012,-1.0278755139327862
0.07830010844794608,-1.1571274995556473
-0.034080791221424545,-0.9136308520858596
0.24766323646701094,-0.7275128259956092
0.22391042656028248,-0.8568055848101005
0.21863077860778155,-1.1028992382200347
